CD_UF,NM_UF,SG_UF,CD_MUNIC,NM_MUNIC,IDCQ0001,OCORRENCIA,CD_LQ,PREFIXO,NM_CQ,CD_AGLOM,NM_AGLOM,CD_TQ,NM_TQ,P_FCP,Lat_d,Long_d,
31,MINAS GERAIS,MG,3160207,Santo Antônio do Itambé,1935,1,3160207019351,COMUNIDADE QUILOMBOLA,CIPÓ 1,,,,,,-18.4858,-43.2344,
31,MINAS GERAIS,MG,3160207,Santo Antônio do Itambé,1936,1,3160207019361,COMUNIDADE QUILOMBOLA,CIPÓ 2,,,,,,-18.4726,-43.2274,
31,MINAS GERAIS,MG,3112307,Capelinha,1948,1,3112307019481,COMUNIDADE QUILOMBOLA,CISQUEIRO,,,,,01420.103441/2018-11,-17.6866,-42.5218,
31,MINAS GERAIS,MG,3135209,Januária,1959,1,3135209019591,COMUNIDADE QUILOMBOLA,COCHOS/SUMIDOURO,,,,,01420.102513/2022-90,-15.4755,-44.3710,
31,MINAS GERAIS,MG,3109006,Brumadinho,1969,1,3109006019691,COMUNIDADE QUILOMBOLA,COLEGIO,,,,,,-20.2671,-44.0583,
31,MINAS GERAIS,MG,3106804,Bias Fortes,1973,1,3106804019731,COMUNIDADE QUILOMBOLA,COLÔNIA,,,,,,-21.6063,-43.7601,
31,MINAS GERAIS,MG,3106804,Bias Fortes,1975,1,3106804019751,COMUNIDADE QUILOMBOLA,COLÔNIA DO PAIOL,1,COMUNIDADE QUILOMBOLA COLÔNIA DO PAIOL,,,01420.000433/1997-10,-21.5911,-43.7220,
31,MINAS GERAIS,MG,3171006,Vazante,2024,1,3171006020241,COMUNIDADE QUILOMBOLA,CONSCIENCIA NEGRA,,,,,01420.000652/2004-06,-18.0016,-46.8954,
31,MINAS GERAIS,MG,3104700,Ataléia,2063,1,3104700020631,COMUNIDADE QUILOMBOLA,CÓRREGO CARNEIRO,,,,,,-18.0189,-41.2535,
31,MINAS GERAIS,MG,3156809,Sabinópolis,2065,1,3156809020651,COMUNIDADE QUILOMBOLA,CÓRREGO DA FONTE,,,,,,-18.7055,-43.1533,
31,MINAS GERAIS,MG,3156809,Sabinópolis,2065,2,3156809020652,COMUNIDADE QUILOMBOLA,CÓRREGO DA FONTE,,,,,,-18.6696,-43.0842,
31,MINAS GERAIS,MG,3116100,Chapada do Norte,2066,2,3116100020662,COMUNIDADE QUILOMBOLA,CÓRREGO DA MISERICORDIA,,,,,01420.004273/2014-59,-17.0851,-42.5393,
31,MINAS GERAIS,MG,3116100,Chapada do Norte,2066,1,3116100020661,COMUNIDADE QUILOMBOLA,CÓRREGO DA MISERICORDIA,12,COMUNIDADE QUILOMBOLA CÓRREGO DA MISERICÓRDIA,,,01420.004273/2014-59,-17.0542,-42.5371,
31,MINAS GERAIS,MG,3135456,Jenipapo de Minas,2067,1,3135456020671,COMUNIDADE QUILOMBOLA,CÓRREGO DA POSSE,,,,,,-17.2665,-42.0992,
31,MINAS GERAIS,MG,3135456,Jenipapo de Minas,2068,1,3135456020681,COMUNIDADE QUILOMBOLA,CÓRREGO DA ROCA,,,,,,-17.1823,-42.1453,
31,MINAS GERAIS,MG,3116100,Chapada do Norte,2073,1,3116100020731,COMUNIDADE QUILOMBOLA,CÓRREGO DAS ALMAS,,,,,,-17.0905,-42.6181,
31,MINAS GERAIS,MG,3150802,Piranga,2074,1,3150802020741,COMUNIDADE QUILOMBOLA,CÓRREGO DAS ALMAS,,,,,,-20.6210,-43.2516,
31,MINAS GERAIS,MG,3168606,Teófilo Otoni,2076,1,3168606020761,COMUNIDADE QUILOMBOLA,CÓRREGO DO AÇUDE,,,,,,-17.9741,-41.2791,
31,MINAS GERAIS,MG,3135456,Jenipapo de Minas,2078,1,3135456020781,COMUNIDADE QUILOMBOLA,CÓRREGO DO BARREIRO,,,,,,-17.2646,-42.1242,
31,MINAS GERAIS,MG,3102852,Angelândia,2079,1,3102852020791,COMUNIDADE QUILOMBOLA,CÓRREGO DO CAPÃO,,,,,,-17.7299,-42.2695,
31,MINAS GERAIS,MG,3116100,Chapada do Norte,2081,1,3116100020811,COMUNIDADE QUILOMBOLA,CÓRREGO DO CUBA,13,COMUNIDADE QUILOMBOLA CÓRREGO DO CUBA,,,,-17.0593,-42.5886,
31,MINAS GERAIS,MG,3102852,Angelândia,2082,1,3102852020821,COMUNIDADE QUILOMBOLA,CÓRREGO DO ENGENHO,8,COMUNIDADE QUILOMBOLA CÓRREGO DO ENGENHO,,,01420.002948/2010-00,-17.6849,-42.3310,
31,MINAS GERAIS,MG,3102852,Angelândia,2082,2,3102852020822,COMUNIDADE QUILOMBOLA,CÓRREGO DO ENGENHO,,,,,01420.002948/2010-00,-17.6890,-42.3179,
31,MINAS GERAIS,MG,3100500,Açucena,2088,1,3100500020881,COMUNIDADE QUILOMBOLA,CÓRREGO DO MATO,33,COMUNIDADE QUILOMBOLA FAZENDA ITAIPAVA,,,01420.102623/2018-75,-18.9630,-42.4424,
31,MINAS GERAIS,MG,3148301,Paula Cândido,2089,2,3148301020892,COMUNIDADE QUILOMBOLA,CÓRREGO DO MEIO,3,COMUNIDADE QUILOMBOLA CÓRREGO DO MEIO,,,,-20.8163,-42.9581,
31,MINAS GERAIS,MG,3148301,Paula Cândido,2089,3,3148301020893,COMUNIDADE QUILOMBOLA,CÓRREGO DO MEIO,3,COMUNIDADE QUILOMBOLA CÓRREGO DO MEIO,,,,-20.8198,-42.9442,
31,MINAS GERAIS,MG,3148301,Paula Cândido,2089,1,3148301020891,COMUNIDADE QUILOMBOLA,CÓRREGO DO MEIO,3,COMUNIDADE QUILOMBOLA CÓRREGO DO MEIO,,,01420.000322/2015-65,-20.8148,-42.9507,
31,MINAS GERAIS,MG,3148301,Paula Cândido,2089,4,3148301020894,COMUNIDADE QUILOMBOLA,CÓRREGO DO MEIO,,,,,01420.000322/2015-65,-20.8107,-42.9591,
31,MINAS GERAIS,MG,3100500,Açucena,2090,1,3100500020901,COMUNIDADE QUILOMBOLA,CÓRREGO DO MONJOLO,,,,,01420.102623/2018-75,-18.9525,-42.4309,
31,MINAS GERAIS,MG,3103405,Araçuaí,2091,1,3103405020911,COMUNIDADE QUILOMBOLA,CÓRREGO DO NARCISO DO MEIO,11,COMUNIDADE QUILOMBOLA CÓRREGO DO NARCISO DO MEIO,,,01420.010889/2014-69,-16.9397,-41.9817,
31,MINAS GERAIS,MG,3103405,Araçuaí,2091,3,3103405020913,COMUNIDADE QUILOMBOLA,CÓRREGO DO NARCISO DO MEIO,,,,,,-16.9459,-41.9870,
31,MINAS GERAIS,MG,3103405,Araçuaí,2091,4,3103405020914,COMUNIDADE QUILOMBOLA,CÓRREGO DO NARCISO DO MEIO,,,,,,-16.8385,-42.0515,
31,MINAS GERAIS,MG,3103405,Araçuaí,2091,2,3103405020912,COMUNIDADE QUILOMBOLA,CÓRREGO DO NARCISO DO MEIO,,,,,,-16.9470,-41.9766,
31,MINAS GERAIS,MG,3116100,Chapada do Norte,2092,1,3116100020921,COMUNIDADE QUILOMBOLA,CÓRREGO DO PEDRO,,,,,01420.101492/2022-95,-17.1757,-42.3494,
31,MINAS GERAIS,MG,3141801,Minas Novas,2093,1,3141801020931,COMUNIDADE QUILOMBOLA,CÓRREGO DO PINHEIRO,27,COMUNIDADE QUILOMBOLA PINHEIRO,,,01420.002908/2014-83,-17.1475,-42.5997,
31,MINAS GERAIS,MG,3106507,Berilo,2094,1,3106507020941,COMUNIDADE QUILOMBOLA,CÓRREGO DO ROCHA,,,,,,-16.9505,-42.4594,
31,MINAS GERAIS,MG,3116100,Chapada do Norte,2095,1,3116100020951,COMUNIDADE QUILOMBOLA,CÓRREGO DO ROCHA,16,COMUNIDADE QUILOMBOLA CÓRREGO DO ROCHA,,,01420.007826/2010-00,-17.0160,-42.5164,
31,MINAS GERAIS,MG,3116100,Chapada do Norte,2095,2,3116100020952,COMUNIDADE QUILOMBOLA,CÓRREGO DO ROCHA,,,,,01420.007826/2010-00,-17.0276,-42.5047,
31,MINAS GERAIS,MG,3100500,Açucena,2097,1,3100500020971,COMUNIDADE QUILOMBOLA,CÓRREGO DO SIMEAO,29,COMUNIDADE QUILOMBOLA CÓRREGO SIMEÃO,,,,-19.0199,-42.3344,
31,MINAS GERAIS,MG,3155207,Rio Espera,2100,1,3155207021001,COMUNIDADE QUILOMBOLA,CÓRREGO DOS ANJOS,11,COMUNIDADE QUILOMBOLA CÓRREGO DOS ANJOS,,,,-20.8027,-43.5275,
31,MINAS GERAIS,MG,3135456,Jenipapo de Minas,2103,1,3135456021031,COMUNIDADE QUILOMBOLA,CÓRREGO DOS MACACOS,,,,,,-17.2677,-42.1016,
31,MINAS GERAIS,MG,3140605,Materlândia,2105,1,3140605021051,COMUNIDADE QUILOMBOLA,CÓRREGO FUNDO,19,COMUNIDADE QUILOMBOLA CÓRREGO FUNDO,,,,-18.4785,-43.0209,
31,MINAS GERAIS,MG,3132503,Itamarandiba,2107,1,3132503021071,COMUNIDADE QUILOMBOLA,CÓRREGO FUNDO,12,COMUNIDADE QUILOMBOLA CÓRREGO FUNDO,,,01420.004640/2011-71,-17.9250,-43.0117,
31,MINAS GERAIS,MG,3100500,Açucena,2110,1,3100500021101,COMUNIDADE QUILOMBOLA,CÓRREGO JULIO,28,COMUNIDADE QUILOMBOLA CÓRREGO DO JULHO,,,,-19.0562,-42.5873,
31,MINAS GERAIS,MG,3141801,Minas Novas,2111,1,3141801021111,COMUNIDADE QUILOMBOLA,CÓRREGO MARIA PINTO,,,,,,-17.1347,-42.6249,
31,MINAS GERAIS,MG,3155207,Rio Espera,2113,1,3155207021131,COMUNIDADE QUILOMBOLA,CÓRREGO SANTANA,,,,,,-20.9118,-43.4281,
31,MINAS GERAIS,MG,3115458,Catuji,2114,1,3115458021141,COMUNIDADE QUILOMBOLA,CÓRREGO SANTANA,13,COMUNIDADE QUILOMBOLA CÓRREGO SANTANA,,,,-17.3770,-41.3899,
31,MINAS GERAIS,MG,3170750,Varjão de Minas,2121,1,3170750021211,COMUNIDADE QUILOMBOLA,CORTE,,,,,01420.003898/2017-46,-18.5171,-45.9029,
31,MINAS GERAIS,MG,3169901,Ubá,2122,1,3169901021221,COMUNIDADE QUILOMBOLA,CORTE GRANDE,9,COMUNIDADE QUILOMBOLA NAMASTÊ,,,01420.002445/2007-21,-21.1129,-42.9258,
31,MINAS GERAIS,MG,3140605,Materlândia,2124,1,3140605021241,COMUNIDADE QUILOMBOLA,COSTA,,,,,,-18.4394,-43.0953,
31,MINAS GERAIS,MG,3169901,Ubá,2148,1,3169901021481,COMUNIDADE QUILOMBOLA,CRISTAL,9,COMUNIDADE QUILOMBOLA NAMASTÊ,,,,-21.1065,-42.9199,
31,MINAS GERAIS,MG,3161106,São Francisco,2151,1,3161106021511,COMUNIDADE QUILOMBOLA,CROA,,,,,,-15.9490,-44.8462,
31,MINAS GERAIS,MG,3161106,São Francisco,2152,1,3161106021521,COMUNIDADE QUILOMBOLA,CROA DE MINAS,12,CROA DE MINAS,,,,-15.9913,-44.7632,
31,MINAS GERAIS,MG,3135209,Januária,2154,2,3135209021542,COMUNIDADE QUILOMBOLA,CROATÁ,,,,,01420.005869/2016-38,-15.5000,-44.3757,
31,MINAS GERAIS,MG,3135209,Januária,2154,1,3135209021541,COMUNIDADE QUILOMBOLA,CROATÁ,40,COMUNIDADE QUILOMBOLA CROATÁ,,,01420.005869/2016-38,-15.5474,-44.3744,
31,MINAS GERAIS,MG,3135209,Januária,2160,1,3135209021601,COMUNIDADE QUILOMBOLA,CRUZ DOS ARAUJOS,,,,,01420.102065/2022-24,-15.4706,-44.3701,
31,MINAS GERAIS,MG,3106507,Berilo,2168,1,3106507021681,COMUNIDADE QUILOMBOLA,CRUZEIRO,17,COMUNIDADE QUILOMBOLA CRUZEIRO,,,01420.006976/2013-31,-16.9108,-42.5379,
31,MINAS GERAIS,MG,3116100,Chapada do Norte,2173,1,3116100021731,COMUNIDADE QUILOMBOLA,CUBA,,,,,01420.007823/2010-68,-17.0864,-42.5403,
31,MINAS GERAIS,MG,3117504,Conceição do Mato Dentro,2174,1,3117504021741,COMUNIDADE QUILOMBOLA,CUBAS,7,COMUNIDADE QUILOMBOLA TRÊS BARRAS,,,01420.004988/2011-69,-19.1127,-43.5055,
31,MINAS GERAIS,MG,3135209,Januária,2193,1,3135209021931,COMUNIDADE QUILOMBOLA,CUPIM,,,,,,-15.2211,-44.4564,
31,MINAS GERAIS,MG,3171600,Virgem da Lapa,2214,1,3171600022141,COMUNIDADE QUILOMBOLA,CURRAL NOVO,9,COMUNIDADE QUILOMBOLA CURRAL NOVO,,,01420.000327/2007-88,-16.7026,-42.2901,
31,MINAS GERAIS,MG,3171600,Virgem da Lapa,2214,2,3171600022142,COMUNIDADE QUILOMBOLA,CURRAL NOVO,,,,,01420.000327/2007-88,-16.7972,-42.3380,
31,MINAS GERAIS,MG,3116100,Chapada do Norte,2219,1,3116100022191,COMUNIDADE QUILOMBOLA,CURRALINHO,,,,,,-17.1169,-42.6064,
31,MINAS GERAIS,MG,3141801,Minas Novas,2223,1,3141801022231,COMUNIDADE QUILOMBOLA,CURRALINHO,25,COMUNIDADE QUILOMBOLA CURRALINHO,,,01420.000004/2010-90,-17.1224,-42.6236,
31,MINAS GERAIS,MG,3154200,Resende Costa,2233,2,3154200022332,COMUNIDADE QUILOMBOLA,CURRALINHO DOS PAULAS,,,,,,-20.9169,-44.2385,
31,MINAS GERAIS,MG,3154200,Resende Costa,2233,1,3154200022331,COMUNIDADE QUILOMBOLA,CURRALINHO DOS PAULAS,2,COMUNIDADE QUILOMBOLA CURRALINHO DOS PAULAS,,,01420.001090/2007-52,-20.8040,-44.2416,
31,MINAS GERAIS,MG,3165552,Setubinha,2235,1,3165552022351,COMUNIDADE QUILOMBOLA,CURTUME,,,,,,-17.6632,-42.1990,
31,MINAS GERAIS,MG,3135456,Jenipapo de Minas,2236,1,3135456022361,COMUNIDADE QUILOMBOLA,CURTUME,1,COMUNIDADE QUILOMBOLA CURTUME,,,01420.003742/2016-84,-17.1592,-42.3023,
31,MINAS GERAIS,MG,3171600,Virgem da Lapa,2268,1,3171600022681,COMUNIDADE QUILOMBOLA,DAS ALMAS,20,COMUNIDADE QUILOMBOLA QUILOMBO DAS ALMAS,,,01420.002943/2006-92,-16.7734,-42.3035,
31,MINAS GERAIS,MG,3106507,Berilo,2271,1,3106507022711,COMUNIDADE QUILOMBOLA,DATAS,,,,,,-16.8810,-42.4784,
31,MINAS GERAIS,MG,3104700,Ataléia,2272,1,3104700022721,COMUNIDADE QUILOMBOLA,DE PAULOS,8,COMUNIDADE QUILOMBOLA DE PAULOS,,,,-18.4127,-41.3067,
31,MINAS GERAIS,MG,3106200,Belo Horizonte,2319,1,3106200023191,COMUNIDADE QUILOMBOLA,DOS CAROLINOS,5,COMUNIDADE QUILOMBOLA IRMANDADE OS CAROLINOS,,,01420.101442/2020-46,-19.8940,-43.9612,
31,MINAS GERAIS,MG,3135704,Jequitibá,2322,1,3135704023221,COMUNIDADE QUILOMBOLA,DOUTOR CAMPOLINA,18,COMUNIDADE QUILOMBOLA DR. CAMPOLINA,,,01420.000434/2006-25,-19.3081,-44.0006,
31,MINAS GERAIS,MG,3106309,Belo Oriente,2332,1,3106309023321,COMUNIDADE QUILOMBOLA,ELEOTERIO,,,,,,-19.1885,-42.4740,
31,MINAS GERAIS,MG,3161106,São Francisco,2339,1,3161106023391,COMUNIDADE QUILOMBOLA,EMBU,36,COMUNIDADE QUILOMBOLA EMBU,,,,-16.0471,-44.5901,
31,MINAS GERAIS,MG,3141801,Minas Novas,2341,1,3141801023411,COMUNIDADE QUILOMBOLA,EMPAREDADO,,,,,,-17.3824,-42.1352,
31,MINAS GERAIS,MG,3149705,Perdigão,2347,1,3149705023471,COMUNIDADE QUILOMBOLA,ENGENHO,,,,,,-19.9009,-45.0684,
31,MINAS GERAIS,MG,3170008,Ubaí,2349,1,3170008023491,COMUNIDADE QUILOMBOLA,ENGENHO,,,,,,-16.4009,-44.8550,
31,MINAS GERAIS,MG,3167103,Serro,2350,1,3167103023501,COMUNIDADE QUILOMBOLA,ENGENHO,,,,,,-18.3912,-43.4922,
31,MINAS GERAIS,MG,3131703,Itabira,2353,1,3131703023531,COMUNIDADE QUILOMBOLA,ENGENHO,,,,,01420.008677/2012-50,-19.6311,-43.1591,
31,MINAS GERAIS,MG,3106507,Berilo,2373,1,3106507023731,COMUNIDADE QUILOMBOLA,ENGENHO VELHO,,,,,,-16.9572,-42.4069,
31,MINAS GERAIS,MG,3126505,Francisco Badaró,2374,1,3126505023741,COMUNIDADE QUILOMBOLA,ENGENHO VELHO,,,,,,-16.9912,-42.3622,
31,MINAS GERAIS,MG,3106309,Belo Oriente,2409,1,3106309024091,COMUNIDADE QUILOMBOLA,ESPERANÇA,,,,,01420.103038/2018-92,-19.1787,-42.4715,
31,MINAS GERAIS,MG,3139300,Manga,2415,1,3139300024151,COMUNIDADE QUILOMBOLA,ESPINHO,7,COMUNIDADE QUILOMBOLA ESPINHO,,,01420.002068/2005-68,-14.6109,-43.9358,
31,MINAS GERAIS,MG,3127602,Gouveia,2416,1,3127602024161,COMUNIDADE QUILOMBOLA,ESPINHO,,,,,01420.001893/2010-11,-18.4624,-43.7425,
31,MINAS GERAIS,MG,3102902,Antônio Carlos,2418,1,3102902024181,COMUNIDADE QUILOMBOLA,ESPÍRITO SANTO,,,,,,-21.5180,-43.6730,
31,MINAS GERAIS,MG,3135209,Januária,2432,1,3135209024321,COMUNIDADE QUILOMBOLA,ESTANCIA NAZARÉ,,,,,,-15.4514,-44.3494,
31,MINAS GERAIS,MG,3135456,Jenipapo de Minas,2434,1,3135456024341,COMUNIDADE QUILOMBOLA,ESTIVA,,,,,,-17.2308,-42.1748,
31,MINAS GERAIS,MG,3136520,José Gonçalves de Minas,2437,1,3136520024371,COMUNIDADE QUILOMBOLA,ESTIVA,,,,,01420.004746/2017-61,-16.9175,-42.5459,
31,MINAS GERAIS,MG,3102506,Amparo do Serra,2438,1,3102506024381,COMUNIDADE QUILOMBOLA,ESTIVA,6,COMUNIDADE QUILOMBOLA ESTIVA,,,01420.001323/2005-55,-20.4695,-42.7569,
31,MINAS GERAIS,MG,3118106,Congonhas do Norte,2478,1,3118106024781,COMUNIDADE QUILOMBOLA,EXTREMA,,,,,,-18.9105,-43.6659,
31,MINAS GERAIS,MG,3135209,Januária,2482,1,3135209024821,COMUNIDADE QUILOMBOLA,FABIÃO I,,,,,01420.100952/2022-68,-15.4813,-44.3671,
31,MINAS GERAIS,MG,3116100,Chapada do Norte,2483,1,3116100024831,COMUNIDADE QUILOMBOLA,FACEIRA,17,COMUNIDADE QUILOMBOLA FACEIRA,,,01420.007821/2010-79,-17.0863,-42.5658,
31,MINAS GERAIS,MG,3116100,Chapada do Norte,2483,2,3116100024832,COMUNIDADE QUILOMBOLA,FACEIRA,,,,,01420.007821/2010-79,-17.0923,-42.5424,
31,MINAS GERAIS,MG,3106705,Betim,2488,1,3106705024881,COMUNIDADE QUILOMBOLA,FAMÍLIA ARAUJO,,,,,01420.100537/2022-12,-19.9344,-44.1024,
31,MINAS GERAIS,MG,3106200,Belo Horizonte,2499,1,3106200024991,COMUNIDADE QUILOMBOLA,FAMÍLIA MATIAS,,,,,01420.102120/2022-86,-19.9176,-43.9166,
31,MINAS GERAIS,MG,3106200,Belo Horizonte,2502,1,3106200025021,COMUNIDADE QUILOMBOLA,FAMÍLIA SOUZA,6,COMUNIDADE QUILOMBOLA KILOMBO SOUZA,,,01420.101304/2019-23,-19.9137,-43.9168,
31,MINAS GERAIS,MG,3166808,Serra do Salitre,2503,1,3166808025031,COMUNIDADE QUILOMBOLA,FAMÍLIA TEODORO DE OLIVEIRA E VENTURA,,,,,01420.001041/2008-09,-19.1093,-46.6771,
31,MINAS GERAIS,MG,3112307,Capelinha,2508,1,3112307025081,COMUNIDADE QUILOMBOLA,FANADINHO,,,,,,-17.6222,-42.2812,
31,MINAS GERAIS,MG,3102852,Angelândia,2509,1,3102852025091,COMUNIDADE QUILOMBOLA,FANADINHO,,,,,01420.001297/2010-22,-17.6163,-42.2713,
31,MINAS GERAIS,MG,3161106,São Francisco,2530,1,3161106025301,COMUNIDADE QUILOMBOLA,FAZENDA BREJO DOS ANJICOS.,27,FAZENDA BREJO DOS ANJICOS.,,,,-15.9747,-44.7825,
31,MINAS GERAIS,MG,3134608,Jaboticatubas,2544,1,3134608025441,COMUNIDADE QUILOMBOLA,FAZENDA CIPÓ,30,COMUNIDADE QUILOMBOLA FAZENDA CIPÓ,,,,-19.3552,-43.6567,
31,MINAS GERAIS,MG,3106309,Belo Oriente,2554,1,3106309025541,COMUNIDADE QUILOMBOLA,FAZENDA ESPERANÇA,,,,,,-19.1628,-42.4878,
31,MINAS GERAIS,MG,3108255,Bonito de Minas,2580,1,3108255025801,COMUNIDADE QUILOMBOLA,FAZENDA PICOS,,,,,,-15.3229,-44.7591,
31,MINAS GERAIS,MG,3135209,Januária,2581,1,3135209025811,COMUNIDADE QUILOMBOLA,FAZENDA PICOS,,,,,01420.009928/2012-13,-15.3743,-44.9467,
31,MINAS GERAIS,MG,3168606,Teófilo Otoni,2596,1,3168606025961,COMUNIDADE QUILOMBOLA,FAZENDA SAUDADE,,,,,,-17.9609,-41.2845,
31,MINAS GERAIS,MG,3135209,Januária,2598,1,3135209025981,COMUNIDADE QUILOMBOLA,FAZENDA SÍTIO,,,,,01420.100639/2021-49,-15.4286,-44.4043,
31,MINAS GERAIS,MG,3108602,Brasília de Minas,2599,1,3108602025991,COMUNIDADE QUILOMBOLA,FAZENDA SUMIDOURO,16,FAZENDA SUMIDOURO,,,,-16.3316,-44.3143,
31,MINAS GERAIS,MG,3157807,Santa Luzia,2613,1,3157807026131,COMUNIDADE QUILOMBOLA,FECHO,,,,,,-19.7359,-43.8285,
31,MINAS GERAIS,MG,3135100,Janaúba,2615,1,3135100026151,COMUNIDADE QUILOMBOLA,FEIJÃO BRAVO,27,COMUNIDADE QUILOMBOLA FEIJÃO BRAVO,,,,-15.7837,-43.3626,
31,MINAS GERAIS,MG,3107703,Bom Jesus do Amparo,2621,1,3107703026211,COMUNIDADE QUILOMBOLA,FELIPE,2,COMUNIDADE QUILOMBOLA FELIPE,,,01420.002148/2012-42,-19.7603,-43.5169,
31,MINAS GERAIS,MG,3104700,Ataléia,2630,1,3104700026301,COMUNIDADE QUILOMBOLA,FERREIRAO,7,COMUNIDADE QUILOMBOLA FERREIRÃO,,,01420.100527/2021-98,-18.4376,-41.3220,
31,MINAS GERAIS,MG,3150000,Pescador,2631,1,3150000026311,COMUNIDADE QUILOMBOLA,FERREIRAS,1,COMUNIDADE QUILOMBOLA DOS FERREIRAS,,,01420.001149/2006-21,-18.3161,-41.5107,
31,MINAS GERAIS,MG,3104700,Ataléia,2633,1,3104700026331,COMUNIDADE QUILOMBOLA,FERREIRAS,,,,,01420.100527/2021-98,-18.4679,-41.3167,
31,MINAS GERAIS,MG,3100401,Acaiaca,2636,1,3100401026361,COMUNIDADE QUILOMBOLA,FIDALGO,11,FIDALGO,,,,-20.4320,-43.0450,
31,MINAS GERAIS,MG,3167103,Serro,2678,1,3167103026781,COMUNIDADE QUILOMBOLA,FLORIANO,19,COMUNIDADE QUILOMBOLA MUMBACA,,,,-18.5332,-43.3753,
31,MINAS GERAIS,MG,3160207,Santo Antônio do Itambé,2683,1,3160207026831,COMUNIDADE QUILOMBOLA,FONSECA,,,,,,-18.4944,-43.2234,
31,MINAS GERAIS,MG,3103306,Aracitaba,2687,1,3103306026871,COMUNIDADE QUILOMBOLA,FORMOSO OU CATITU,,,,,,-21.2957,-43.3489,
31,MINAS GERAIS,MG,3116803,Coluna,2719,1,3116803027191,COMUNIDADE QUILOMBOLA,FRUTUOSO,23,COMUNIDADE QUILOMBOLA FRUTUOSO,,,,-18.2635,-42.7778,
31,MINAS GERAIS,MG,3108107,Bonfim,2727,1,3108107027271,COMUNIDADE QUILOMBOLA,FUNDÃO,,,,,,-20.2994,-44.1430,
31,MINAS GERAIS,MG,3170909,Varzelândia,2737,1,3170909027371,COMUNIDADE QUILOMBOLA,FURADO CURRAL,,,229,BREJO DOS CRIOULOS,,-15.7480,-43.8228,
31,MINAS GERAIS,MG,3170909,Varzelândia,2738,1,3170909027381,COMUNIDADE QUILOMBOLA,FURADO MODESTO,,,229,BREJO DOS CRIOULOS,,-15.7226,-43.8030,
31,MINAS GERAIS,MG,3170909,Varzelândia,2739,1,3170909027391,COMUNIDADE QUILOMBOLA,FURADO SECO,15,COMUNIDADE QUILOMBOLA FURADO SECO,229,BREJO DOS CRIOULOS,01420.000308/1999-90,-15.7678,-43.8378,
31,MINAS GERAIS,MG,3116803,Coluna,2745,2,3116803027452,COMUNIDADE QUILOMBOLA,FURTUOSO,,,,,01420.000193/2010-09,-18.2815,-42.7753,
31,MINAS GERAIS,MG,3116803,Coluna,2745,1,3116803027451,COMUNIDADE QUILOMBOLA,FURTUOSO,26,COMUNIDADE QUILOMBOLA VARJÃO,,,01420.000193/2010-09,-18.2590,-42.7825,
31,MINAS GERAIS,MG,3117836,Cônego Marinho,2747,1,3117836027471,COMUNIDADE QUILOMBOLA,GAIM,,,,,01420.100640/2022-54,-15.3173,-44.4596,
31,MINAS GERAIS,MG,3135209,Januária,2764,1,3135209027641,COMUNIDADE QUILOMBOLA,GAMELEIRA,9,COMUNIDADE QUILOMBOLA GAMELEIRA,,,01420.004751/2012-69,-15.5516,-44.4453,
31,MINAS GERAIS,MG,3152105,Ponte Nova,2771,1,3152105027711,COMUNIDADE QUILOMBOLA,GANGA ZUMBA,,,,,,-20.4151,-42.8841,
31,MINAS GERAIS,MG,3132503,Itamarandiba,2772,1,3132503027721,COMUNIDADE QUILOMBOLA,GANGORRA,13,COMUNIDADE QUILOMBOLA GANGORRA,,,01420.004640/2011-71,-17.8793,-43.0371,
31,MINAS GERAIS,MG,3132503,Itamarandiba,2785,1,3132503027851,COMUNIDADE QUILOMBOLA,GASPAR,14,COMUNIDADE QUILOMBOLA GASPAR,,,01420.004640/2011-71,-17.9332,-43.0091,
31,MINAS GERAIS,MG,3134004,Itinga,2794,2,3134004027942,COMUNIDADE QUILOMBOLA,GENIPAPO,,,,,,-16.6051,-41.7713,
31,MINAS GERAIS,MG,3134004,Itinga,2794,1,3134004027941,COMUNIDADE QUILOMBOLA,GENIPAPO,,,,,01420.101147/2022-51,-16.6978,-41.8789,
31,MINAS GERAIS,MG,3157609,Santa Fé de Minas,2796,1,3157609027961,COMUNIDADE QUILOMBOLA,GENIPAPO,,,,,01420.008723/2017-25,-16.6596,-45.9909,
31,MINAS GERAIS,MG,3134004,Itinga,2797,1,3134004027971,COMUNIDADE QUILOMBOLA,GENIPAPO III,,,,,01420.101147/2022-51,-16.6532,-41.8875,
31,MINAS GERAIS,MG,3134004,Itinga,2798,1,3134004027981,COMUNIDADE QUILOMBOLA,GENIPAPO PINTOS,7,COMUNIDADE QUILOMBOLA GENIPAPO PINTOS,,,01420.000788/2007-51,-16.6706,-41.8693,
31,MINAS GERAIS,MG,3106804,Bias Fortes,2802,1,3106804028021,COMUNIDADE QUILOMBOLA,GENTIO,8,COMUNIDADE QUILOMBOLA GENTIO,,,,-21.6027,-43.7329,
31,MINAS GERAIS,MG,3170008,Ubaí,2803,1,3170008028031,COMUNIDADE QUILOMBOLA,GERAIS VELHO,13,COMUNIDADE QUILOMBOLA GERAIS VELHO,,,01420.001416/2006-61,-16.3878,-44.8845,
31,MINAS GERAIS,MG,3103405,Araçuaí,2809,1,3103405028091,COMUNIDADE QUILOMBOLA,GIRAL,,,,,01420.100851/2018-19,-16.8406,-42.0690,
