CD_UF,NM_UF,SG_UF,CD_MUNIC,NM_MUNIC,IDCQ0001,OCORRENCIA,CD_LQ,PREFIXO,NM_CQ,CD_AGLOM,NM_AGLOM,CD_TQ,NM_TQ,P_FCP,lat,long,,,,,,,,,,
26,PERNAMBUCO,PE,2605707,Floresta,3914,1,2605707039141,COMUNIDADE QUILOMBOLA,MASSAPÉ,,,,,,-8.60439480546,-38.5867356098,,,,,,,,,,
29,BAHIA,BA,2914505,Irará,3915,1,2914505039151,COMUNIDADE QUILOMBOLA,MASSARANDUBA,,,,,01420.004355/2011-51,-12.0780584997,-38.6918322681,,,,,,,,,,
29,BAHIA,BA,2910503,Entre Rios,3916,1,2910503039161,COMUNIDADE QUILOMBOLA,MASSARANDUPIO,6,COMUNIDADE QUILOMBOLA MASSARANDUPIÓ,,,01420.014830/2013-69,-12.3038224099999,-37.8581958466913,,,,,,,,,,
29,BAHIA,BA,2910859,Filadélfia,3917,1,2910859039171,COMUNIDADE QUILOMBOLA,MASSAROCA,,,,,01420.100367/2017-09,-10.7041158748,-40.0668879009,,,,,,,,,,
29,BAHIA,BA,2913101,Ibititá,3918,1,2913101039181,COMUNIDADE QUILOMBOLA,MATA,18,COMUNIDADE QUILOMBOLA BAIRRO DA MATA,,,,-11.5439158888,-41.9741456516,,,,,,,,,,
21,MARANHÃO,MA,2105104,Icatu,3919,1,2105104039191,COMUNIDADE QUILOMBOLA,MATA,,,,,,-2.67700363884,-43.9970299318,,,,,,,,,,
21,MARANHÃO,MA,2103109,Cedral,3920,1,2103109039201,COMUNIDADE QUILOMBOLA,MATA,17,COMUNIDADE QUILOMBOLA DE MATA,,,,-2.03366455553,-44.6673489728,,,,,,,,,,
21,MARANHÃO,MA,2105401,Itapecuru Mirim,3921,1,2105401039211,COMUNIDADE QUILOMBOLA,MATA,,,,,01420.000192/2007-51,-3.38654041665,-44.3476994444,,,,,,,,,,
15,PARÁ,PA,1505106,Óbidos,3922,1,1505106039221,COMUNIDADE QUILOMBOLA,MATA,,,,,01420.012122/2014-74,-1.90425609716,-55.5115654709,,,,,,,,,,
21,MARANHÃO,MA,2105401,Itapecuru Mirim,3923,1,2105401039231,COMUNIDADE QUILOMBOLA,MATA ALAGADA,42,COMUNIDADE QUILOMBOLA MATA ALAGADA,,,01420.010802/2011-19,-3.48738626385,-44.2800173203,,,,,,,,,,
21,MARANHÃO,MA,2106409,Mata Roma,3924,1,2106409039241,COMUNIDADE QUILOMBOLA,MATA ALTA,,,,,,-3.64365152775,-43.309947958,,,,,,,,,,
21,MARANHÃO,MA,2101905,Bequimão,3925,1,2101905039251,COMUNIDADE QUILOMBOLA,MATA BOI,39,COMUNIDADE QUILOMBOLA MATA BOI,,,,-2.45359519175918,-44.8747529839871,,,,,,,,,,
21,MARANHÃO,MA,2106904,Monção,3926,1,2106904039261,COMUNIDADE QUILOMBOLA,MATA BOI,1,COMUNIDADE QUILOMBOLA MATA DO BOI,,,01420.002043/2006-45,-3.45150140269,-45.2069413228,,,,,,,,,,
21,MARANHÃO,MA,2101202,Bacabal,3927,1,2101202039271,COMUNIDADE QUILOMBOLA,MATA BURRO,54,COMUNIDADE QUILOMBOLA MATA BURRO,,,,-4.22589581933,-44.6525149868,,,,,,,,,,
21,MARANHÃO,MA,2101202,Bacabal,3928,1,2101202039281,COMUNIDADE QUILOMBOLA,MATA BURRO E SANTO ANTÔNIO DOS VIEIRAS,,,,,,-4.21391573609,-44.6524782498,,,,,,,,,,
15,PARÁ,PA,1505106,Óbidos,3929,1,1505106039291,COMUNIDADE QUILOMBOLA,MATA CABECEIRAS,8,COMUNIDADE QUILOMBOLA MATÁ,42,CABECEIRAS,,-1.98252608329,-55.289345096,,,,,,,,,,
51,MATO GROSSO,MT,5108402,Várzea Grande,3930,1,5108402039301,COMUNIDADE QUILOMBOLA,MATA CAVALO,,,,,,-15.6384032218,-56.1097973603,,,,,,,,,,
51,MATO GROSSO,MT,5103403,Cuiabá,3931,1,5103403039311,COMUNIDADE QUILOMBOLA,MATA CAVALO,,,,,,-15.5680765415,-56.1222103645,,,,,,,,,,
51,MATO GROSSO,MT,5106505,Poconé,3932,1,5106505039321,COMUNIDADE QUILOMBOLA,MATA CAVALO,,,,,,-16.2673397498,-56.6467211476,,,,,,,,,,
51,MATO GROSSO,MT,5106109,Nossa Senhora do Livramento,3933,1,5106109039331,COMUNIDADE QUILOMBOLA,MATA CAVALO,,,135,MATA CAVALO,01420.000586/2007-17,-15.9192812777,-56.4136932778,,,,,,,,,,
51,MATO GROSSO,MT,5106109,Nossa Senhora do Livramento,3933,4,5106109039334,COMUNIDADE QUILOMBOLA,MATA CAVALO,,,135,MATA CAVALO,,-15.8943545555,-56.4512549167,,,,,,,,,,
51,MATO GROSSO,MT,5106109,Nossa Senhora do Livramento,3934,1,5106109039341,COMUNIDADE QUILOMBOLA,MATA CAVALO - PEQUIZEIRO,,,135,MATA CAVALO,,-15.9150163194,-56.4191338472,,,,,,,,,,
51,MATO GROSSO,MT,5108402,Várzea Grande,3935,1,5108402039351,COMUNIDADE QUILOMBOLA,MATA CAVALO DE BAIXO,,,,,,-15.6685593331,-56.1174899323,,,,,,,,,,
51,MATO GROSSO,MT,5106109,Nossa Senhora do Livramento,3936,1,5106109039361,COMUNIDADE QUILOMBOLA,MATA CAVALO DE BAIXO,,,135,MATA CAVALO,01420.000586/2007-17,-15.8661849027,-56.4154356952,,,,,,,,,,
51,MATO GROSSO,MT,5108402,Várzea Grande,3937,1,5108402039371,COMUNIDADE QUILOMBOLA,MATA CAVALO DE CIMA,,,,,,-15.667376597,-56.1186541919,,,,,,,,,,
51,MATO GROSSO,MT,5106109,Nossa Senhora do Livramento,3938,1,5106109039381,COMUNIDADE QUILOMBOLA,MATA CAVALO DE CIMA,,,,,01420.000586/2007-17,-15.8105048054,-56.368034412,,,,,,,,,,
29,BAHIA,BA,2908903,Coração de Maria,3939,1,2908903039391,COMUNIDADE QUILOMBOLA,MATA DA LADEIRA,,,,,,-12.1791328749,-38.7735775126,,,,,,,,,,
29,BAHIA,BA,2913002,Ibitiara,3940,1,2913002039401,COMUNIDADE QUILOMBOLA,MATA DE DENTRO,,,,,,-12.4179259722,-42.1359129449,,,,,,,,,,
21,MARANHÃO,MA,2110500,São Bento,3941,1,2110500039411,COMUNIDADE QUILOMBOLA,MATA DE OLIMPIO,,,,,01420.101075/2017-85,-2.85517926384,-45.1502717484,,,,,,,,,,
21,MARANHÃO,MA,2105401,Itapecuru Mirim,3942,1,2105401039421,COMUNIDADE QUILOMBOLA,MATA DE SÃO BENEDITO I,34,COMUNIDADE QUILOMBOLA MATA DE SÃO BENEDITO,378,MATA DE SÃO BENEDITO,01420.000254/2004-81,-3.3943142222,-44.3996731943,,,,,,,,,,
21,MARANHÃO,MA,2105401,Itapecuru Mirim,3943,1,2105401039431,COMUNIDADE QUILOMBOLA,MATA DE SÃO BENEDITO II,34,COMUNIDADE QUILOMBOLA MATA DE SÃO BENEDITO,,,,-3.39776541662,-44.4009845699,,,,,,,,,,
26,PERNAMBUCO,PE,2603009,Cabrobó,3944,1,2603009039441,COMUNIDADE QUILOMBOLA,MATA DE SÃO JOSÉ,78,COMUNIDADE QUILOMBOLA MATA DE SÃO JOSÉ,414,ÁGUAS DO VELHO CHICO,,-8.56077915,-39.4744643782613,,,,,,,,,,
26,PERNAMBUCO,PE,2603009,Cabrobó,3944,2,2603009039442,COMUNIDADE QUILOMBOLA,MATA DE SÃO JOSÉ,35,COMUNIDADE QUILOMBOLA MATA SÃO JOSÉ,414,ÁGUAS DO VELHO CHICO,,-8.55493743048,-39.4646976458,,,,,,,,,,
21,MARANHÃO,MA,2106409,Mata Roma,3945,1,2106409039451,COMUNIDADE QUILOMBOLA,MATA DO BRIGADEIRO,,,,,,-3.70420326376,-43.227893739,,,,,,,,,,
52,GOIÁS,GO,5213087,Minaçu,3946,1,5213087039461,COMUNIDADE QUILOMBOLA,MATA DO CAFÉ,,,,,01420.101650/2022-15,-13.5285237177111,-48.2251682989119,,,,,,,,,,
21,MARANHÃO,MA,2105401,Itapecuru Mirim,3947,1,2105401039471,COMUNIDADE QUILOMBOLA,MATA DO IPIRANGA,,,,,,-3.31459259713,-44.1161374883,,,,,,,,,,
29,BAHIA,BA,2901155,América Dourada,3948,1,2901155039481,COMUNIDADE QUILOMBOLA,MATA DO MILHO,,,,,,-11.3105741111,-41.4793121389,,,,,,,,,,
29,BAHIA,BA,2918357,João Dourado,3949,1,2918357039491,COMUNIDADE QUILOMBOLA,MATA DO MILHO,4,COMUNIDADE QUILOMBOLA MATA DO MILHO,,,01420.006550/2011-15,-11.1732044025,-41.4292195191,,,,,,,,,,
21,MARANHÃO,MA,2106805,Mirinzal,3950,1,2106805039501,COMUNIDADE QUILOMBOLA,MATA DO PANTALEÃO,,,,,,-2.0666199861,-44.7850291529,,,,,,,,,,
21,MARANHÃO,MA,2106805,Mirinzal,3950,2,2106805039502,COMUNIDADE QUILOMBOLA,MATA DO PANTALEÃO,,,,,01420.007724/2015-91,-2.06731986109,-44.7938963338,,,,,,,,,,
29,BAHIA,BA,2926400,Riacho de Santana,3951,1,2926400039511,COMUNIDADE QUILOMBOLA,MATA DO SAPÊ,,,182,MATA DO SAPÊ,01420.001847/2005-46,-13.5560558609,-42.7798377024,,,,,,,,,,
31,MINAS GERAIS,MG,3141801,Minas Novas,3952,1,3141801039521,COMUNIDADE QUILOMBOLA,MATA DOIS,26,COMUNIDADE QUILOMBOLA MATA DOIS,,,01420.002908/2014-83,-17.1667436665,-42.5778747383,,,,,,,,,,
31,MINAS GERAIS,MG,3121605,Diamantina,3953,1,3121605039531,COMUNIDADE QUILOMBOLA,MATA DOS CRIOULOS,,,,,01420.006655/2010-93,-18.288607861,-43.4172564845,,,,,,,,,,
22,PIAUÍ,PI,2208809,Regeneração,3954,1,2208809039541,COMUNIDADE QUILOMBOLA,MATA DOS MORENOS,,,,,,-6.27424044432,-42.5636269053,,,,,,,,,,
21,MARANHÃO,MA,2110203,Santa Rita,3955,1,2110203039551,COMUNIDADE QUILOMBOLA,MATA DOS PIRES,,,,,,-3.1904614722,-44.4562339306,,,,,,,,,,
29,BAHIA,BA,2904050,Bonito,3956,1,2904050039561,COMUNIDADE QUILOMBOLA,MATA FLORENÇA,23,COMUNIDADE QUILOMBOLA MATA FLORENÇA,,,01420.013979/2011-69,-11.8541556526,-41.2633039079,,,,,,,,,,
51,MATO GROSSO,MT,5103007,Chapada dos Guimarães,3957,1,5103007039571,COMUNIDADE QUILOMBOLA,MATA GRANDE,6,COMUNIDADE QUILOMBOLA MATA GRANDE,,,,-15.4215915624999,-55.3826897536543,,,,,,,,,,
17,TOCANTINS,TO,1713601,Monte do Carmo,3958,1,1713601039581,COMUNIDADE QUILOMBOLA,MATA GRANDE,,,,,01420.003618/2008-17,-10.7744066526,-48.1139315122,,,,,,,,,,
21,MARANHÃO,MA,2107456,Olinda Nova do Maranhão,3959,1,2107456039591,COMUNIDADE QUILOMBOLA,MATA PRAGA,,,,,,-2.90842361103,-45.0221899321,,,,,,,,,,
32,ESPÍRITO SANTO,ES,3204906,São Mateus,3960,1,3204906039601,COMUNIDADE QUILOMBOLA,MATA SEDE,,,,,01420.002132/2006-91,-18.706012361,-40.1598259592,,,,,,,,,,
26,PERNAMBUCO,PE,2605103,Custódia,3961,2,2605103039612,COMUNIDADE QUILOMBOLA,MATA VERDE,,,,,,-8.00077431931,-37.6600382486,,,,,,,,,,
26,PERNAMBUCO,PE,2605103,Custódia,3961,1,2605103039611,COMUNIDADE QUILOMBOLA,MATA VERDE,66,COMUNIDADE QUILOMBOLA MATA VERDE,,,,-8.00011085,-37.659941663963,,,,,,,,,,
29,BAHIA,BA,2904050,Bonito,3962,1,2904050039621,COMUNIDADE QUILOMBOLA,MATA VERDE,30,AGRUPAMENTO QUILOMBOLA MATA VERDE,,,01420.100718/2021-50,-12.011123958,-41.3989816123,,,,,,,,,,
26,PERNAMBUCO,PE,2605103,Custódia,3963,2,2605103039632,COMUNIDADE QUILOMBOLA,MATA VERDE DE BAIXO,,,,,,-7.99705259715,-37.6726593196,,,,,,,,,,
26,PERNAMBUCO,PE,2605103,Custódia,3963,1,2605103039631,COMUNIDADE QUILOMBOLA,MATA VERDE DE BAIXO,30,COMUNIDADE QUILOMBOLA MATA VERDE DE BAIXO,,,,-8.0019497,-37.6681776548828,,,,,,,,,,
26,PERNAMBUCO,PE,2605103,Custódia,3964,1,2605103039641,COMUNIDADE QUILOMBOLA,MATA VERDE DE CIMA,29,COMUNIDADE QUILOMBOLA MATA VERDE DE CIMA,,,,-8.00517765,-37.6804170609378,,,,,,,,,,
27,ALAGOAS,AL,2702900,Girau do Ponciano,3965,1,2702900039651,COMUNIDADE QUILOMBOLA,MATA VERMELHA,,,,,,-9.93351940261,-36.8119493178,,,,,,,,,,
17,TOCANTINS,TO,1712702,Mateiros,3966,1,1712702039661,COMUNIDADE QUILOMBOLA,MATA VIRGEM,,,,,,-10.3760133055,-46.4941358193,,,,,,,,,,
21,MARANHÃO,MA,2103307,Codó,3967,1,2103307039671,COMUNIDADE QUILOMBOLA,MATA VIRGEM,27,COMUNIDADE QUILOMBOLA MATA VIRGEM,,,01420.002619/2011-31,-4.92289380551,-43.982061265,,,,,,,,,,
15,PARÁ,PA,1501204,Baião,3968,1,1501204039681,COMUNIDADE QUILOMBOLA,MATACURA,,,,,,-2.80309758332,-49.6681058056,,,,,,,,,,
25,PARAÍBA,PB,2509404,Mogeiro,3969,1,2509404039691,COMUNIDADE QUILOMBOLA,MATAO,10,COMUNIDADE QUILOMBOLA MATÃO,144,MATÃO,01420.000656/2004-86,-7.22507665269,-35.5032525285,,,,,,,,,,
29,BAHIA,BA,2905800,Camamu,3970,1,2905800039701,COMUNIDADE QUILOMBOLA,MATAPERA,,,,,,-14.0015676666,-39.024039138,,,,,,,,,,
15,PARÁ,PA,1502103,Cametá,3971,1,1502103039711,COMUNIDADE QUILOMBOLA,MATAQUIRI,,,,,,-2.23265383332,-49.4995624861,,,,,,,,,,
15,PARÁ,PA,1502103,Cametá,3972,1,1502103039721,COMUNIDADE QUILOMBOLA,MATIAS,218,COMUNIDADE QUILOMBOLA MATIAS IV,24,MATIAS,01420.003444/2013-41,-2.33419613878,-49.5867967798,,,,,,,,,,
15,PARÁ,PA,1502103,Cametá,3972,2,1502103039722,COMUNIDADE QUILOMBOLA,MATIAS,18,COMUNIDADE QUILOMBOLA MATIAS,24,MATIAS,01420.003444/2013-41,-2.33951697540811,-49.586457296,,,,,,,,,,
15,PARÁ,PA,1502103,Cametá,3973,1,1502103039731,COMUNIDADE QUILOMBOLA,MATIAS II,216,COMUNIDADE QUILOMBOLA MATIAS II,24,MATIAS,,-2.33365904714689,-49.5929815567656,,,,,,,,,,
15,PARÁ,PA,1502103,Cametá,3974,1,1502103039741,COMUNIDADE QUILOMBOLA,MATIAS III,217,COMUNIDADE QUILOMBOLA MATIAS III,24,MATIAS,,-2.3452787347278,-49.5844691022687,,,,,,,,,,
15,PARÁ,PA,1502103,Cametá,3975,1,1502103039751,COMUNIDADE QUILOMBOLA,MATIAS V,219,COMUNIDADE QUILOMBOLA MATIAS V,24,MATIAS,,-2.32761403323258,-49.5863652016882,,,,,,,,,,
29,BAHIA,BA,2931202,Taperoá,3976,1,2931202039761,COMUNIDADE QUILOMBOLA,MATINADA,,,,,,-13.5141492221,-39.1721754576,,,,,,,,,,
29,BAHIA,BA,2914901,Itacaré,3977,1,2914901039771,COMUNIDADE QUILOMBOLA,MATINHA,,,,,,-14.2657194722,-39.0515624167,,,,,,,,,,
21,MARANHÃO,MA,2105104,Icatu,3978,1,2105104039781,COMUNIDADE QUILOMBOLA,MATINHA,,,,,,-2.72328051386,-43.9040552918,,,,,,,,,,
29,BAHIA,BA,2913101,Ibititá,3979,1,2913101039791,COMUNIDADE QUILOMBOLA,MATINHA,18,COMUNIDADE QUILOMBOLA BAIRRO DA MATA,,,,-11.5468113609,-41.9758532675,,,,,,,,,,
21,MARANHÃO,MA,2101202,Bacabal,3980,1,2101202039801,COMUNIDADE QUILOMBOLA,MATINHA,,,,,,-4.2764105833,-44.6795755973,,,,,,,,,,
21,MARANHÃO,MA,2101301,Bacuri,3981,1,2101301039811,COMUNIDADE QUILOMBOLA,MATINHA,48,COMUNIDADE QUILOMBOLA MATINHA,,,01420.101723/2020-07,-1.62856179165,-45.1918967357,,,,,,,,,,
29,BAHIA,BA,2930808,Souto Soares,3982,1,2930808039821,COMUNIDADE QUILOMBOLA,MATINHA,11,COMUNIDADE QUILOMBOLA MATINHA,,,01420.006742/2013-93,-12.017475736,-41.6471616798,,,,,,,,,,
29,BAHIA,BA,2910800,Feira de Santana,3983,2,2910800039832,COMUNIDADE QUILOMBOLA,MATINHA DOS PRETOS,20,AGRUPAMENTO QUILOMBOLA MATINHA DOS PRETOS,,,01420.001376/2014-67,-12.1470413186,-38.9267396117,,,,,,,,,,
29,BAHIA,BA,2910800,Feira de Santana,3983,1,2910800039831,COMUNIDADE QUILOMBOLA,MATINHA DOS PRETOS,20,AGRUPAMENTO QUILOMBOLA MATINHA DOS PRETOS,,,01420.001376/2014-67,-12.1507182154923,-38.9174768165,,,,,,,,,,
29,BAHIA,BA,2910800,Feira de Santana,3983,3,2910800039833,COMUNIDADE QUILOMBOLA,MATINHA DOS PRETOS,20,AGRUPAMENTO QUILOMBOLA MATINHA DOS PRETOS,,,01420.001376/2014-67,-12.1398023054,-38.9275488777,,,,,,,,,,
21,MARANHÃO,MA,2105401,Itapecuru Mirim,3984,1,2105401039841,COMUNIDADE QUILOMBOLA,MATO ALAGADO I,,,,,,-3.48550855553,-44.2715006662,,,,,,,,,,
31,MINAS GERAIS,MG,3118304,Conselheiro Lafaiete,3985,1,3118304039851,COMUNIDADE QUILOMBOLA,MATO DENTRO,8,MATO DENTRO,,,01420.102645/2018-35,-20.6194670137,-43.8870707465,,,,,,,,,,
21,MARANHÃO,MA,2109270,Presidente Sarney,3986,1,2109270039861,COMUNIDADE QUILOMBOLA,MATO DO BRITO,14,COMUNIDADE QUILOMBOLA MATO DO BRITO,,,01420.003363/2006-12,-2.47711249998,-45.2627777502,,,,,,,,,,
21,MARANHÃO,MA,2100204,Alcântara,3987,1,2100204039871,COMUNIDADE QUILOMBOLA,MATO DO BRITO,46,COMUNIDADE QUILOMBOLA BRITO,221,ALCANTARA,01420.001033/2004-21,-2.21526304163,-44.4156239573,,,,,,,,,,
31,MINAS GERAIS,MG,3134608,Jaboticatubas,3988,1,3134608039881,COMUNIDADE QUILOMBOLA,MATO DO TICAO,7,COMUNIDADE QUILOMBOLA MATO DO TIÇÃO,,,01420.000166/2006-41,-19.5112058054,-43.7727633059,,,,,,,,,,
31,MINAS GERAIS,MG,3141801,Minas Novas,3989,1,3141801039891,COMUNIDADE QUILOMBOLA,MATO GRANDE,,,,,,-17.4237331249,-42.225876361,,,,,,,,,,
43,RIO GRANDE DO SUL,RS,4312617,Muitos Capões,3990,1,4312617039901,COMUNIDADE QUILOMBOLA,MATO GRANDE,3,COMUNIDADE QUILOMBOLA MATO GRANDE,,,01420.006863/2014-16,-28.3245161801,-51.2215779889,,,,,,,,,,
21,MARANHÃO,MA,2109601,Rosário,3991,1,2109601039911,COMUNIDADE QUILOMBOLA,MATO GROSSO,,,,,,-3.02729902772,-44.2523367104,,,,,,,,,,
21,MARANHÃO,MA,2100709,Anajatuba,3992,1,2100709039921,COMUNIDADE QUILOMBOLA,MATO GROSSO,,,,,,-3.24689552774,-44.5978753057,,,,,,,,,,
29,BAHIA,BA,2933604,Xique-Xique,3993,1,2933604039931,COMUNIDADE QUILOMBOLA,MATO GROSSO,,,,,,-10.6877384998,-42.6769728981,,,,,,,,,,
29,BAHIA,BA,2911303,Gentio do Ouro,3994,1,2911303039941,COMUNIDADE QUILOMBOLA,MATO GROSSO,3,COMUNIDADE QUILOMBOLA MATO GROSSO,,,01420.001705/2015-51,-11.5046481530413,-42.6784321354999,,,,,,,,,,
21,MARANHÃO,MA,2112704,Vargem Grande,3995,1,2112704039951,COMUNIDADE QUILOMBOLA,MATO GROSSO,44,COMUNIDADE QUILOMBOLA MATO GROSSO,,,01420.100092/2020-09,-3.50726245825,-44.0455842649,,,,,,,,,,
29,BAHIA,BA,2902054,Araçás,3996,1,2902054039961,COMUNIDADE QUILOMBOLA,MATO LIMPO,20,COMUNIDADE QUILOMBOLA MATO LIMPO,,,01420.015959/2011-22,-12.1660096248,-38.1535692134,,,,,,,,,,
29,BAHIA,BA,2914406,Iraquara,3997,1,2914406039971,COMUNIDADE QUILOMBOLA,MATO PRETO,15,COMUNIDADE QUILOMBOLA MATO PRETO,,,01420.100145/2018-69,-12.2719643054,-41.5569081992,,,,,,,,,,
29,BAHIA,BA,2914604,Irecê,3998,1,2914604039981,COMUNIDADE QUILOMBOLA,MATO VERDE,,,,,,-11.3016250277,-41.8428028904,,,,,,,,,,
29,BAHIA,BA,2906204,Canarana,3999,1,2906204039991,COMUNIDADE QUILOMBOLA,MATO VERDE,5,COMUNIDADE QUILOMBOLA MATO VERDE,,,01420.010022/2011-61,-11.6135778332,-41.6237395311,,,,,,,,,,
17,TOCANTINS,TO,1705607,Conceição do Tocantins,4000,1,1705607040001,COMUNIDADE QUILOMBOLA,MATÕES,,,,,01420.016740/2014-93,-12.3849462777,-47.4125292778,,,,,,,,,,
21,MARANHÃO,MA,2108454,Peritoró,4001,1,2108454040011,COMUNIDADE QUILOMBOLA,MATÕES DA RITA,6,AGROVILA DO PA MATÕES DA RITA I,68,LAGO GRANDE,01420.100579/2023-26,-4.43158470821,-44.1850019967,,,,,,,,,,
21,MARANHÃO,MA,2103307,Codó,4002,1,2103307040021,COMUNIDADE QUILOMBOLA,MATÕES DOS MOREIRA,29,COMUNIDADE QUILOMBOLA MATÕES DOS MOREIRAS,232,MATÕES DOS MOREIRA,01420.002157/2005-12,-4.66807363882,-44.1752830008,,,,,,,,,,
43,RIO GRANDE DO SUL,RS,4308078,Fazenda Vilanova,4003,1,4308078040031,COMUNIDADE QUILOMBOLA,MATUTU,,,,,,-29.5839109581,-51.8600508865,,,,,,,,,,
15,PARÁ,PA,1502103,Cametá,4004,1,1502103040041,COMUNIDADE QUILOMBOLA,MAU,,,,,,-2.20720356943,-49.3394396947,,,,,,,,,,
15,PARÁ,PA,1500107,Abaetetuba,4005,1,1500107040051,COMUNIDADE QUILOMBOLA,MAUBA,,,,,,-1.73312729165,-48.8921780411,,,,,,,,,,
29,BAHIA,BA,2901155,América Dourada,4006,1,2901155040061,COMUNIDADE QUILOMBOLA,MAXIMINO,28,AGRUPAMENTO QUILOMBOLA MAXIMINO,,,,-11.3813008609,-41.4225754194,,,,,,,,,,
21,MARANHÃO,MA,2103125,Central do Maranhão,4007,1,2103125040071,COMUNIDADE QUILOMBOLA,MAXIXE,,,,,,-2.19142876388,-44.8348712779,,,,,,,,,,
29,BAHIA,BA,2918100,Jeremoabo,4008,1,2918100040081,COMUNIDADE QUILOMBOLA,MAXIXE,,,,,,-10.0236406527,-38.3666450412,,,,,,,,,,
21,MARANHÃO,MA,2106805,Mirinzal,4009,1,2106805040091,COMUNIDADE QUILOMBOLA,MAXIXE,,,,,01420.101094/2022-79,-2.18333209719,-44.9192599867,,,,,,,,,,
15,PARÁ,PA,1502103,Cametá,4010,1,1502103040101,COMUNIDADE QUILOMBOLA,MAZAGAO,205,COMUNIDADE QUILOMBOLA MAZAGAO,,,,-2.52837025854988,-49.4737722281093,,,,,,,,,,
15,PARÁ,PA,1502103,Cametá,4011,2,1502103040112,COMUNIDADE QUILOMBOLA,MAZAGÃO,,,,,,-2.53385816665,-49.4776591249,,,,,,,,,,
15,PARÁ,PA,1504604,Mocajuba,4012,1,1504604040121,COMUNIDADE QUILOMBOLA,MAZAGÃO,,,,,,-2.58229780553,-49.5027324579,,,,,,,,,,
23,CEARÁ,CE,2311405,Quixeramobim,4013,1,2311405040131,COMUNIDADE QUILOMBOLA,MEARIM,38,COMUNIDADE QUILOMBOLA MEARIM,,,01420.100200/2023-88,-5.45688479163,-39.3572683893,,,,,,,,,,
22,PIAUÍ,PI,2206506,Monsenhor Hipólito,4014,1,2206506040141,COMUNIDADE QUILOMBOLA,MEARIM DOS LEANDROS,,,,,,-6.83284919441,-40.9993063056,,,,,,,,,,
26,PERNAMBUCO,PE,2602407,Brejão,4015,1,2602407040151,COMUNIDADE QUILOMBOLA,MEDEIA,,,,,,-9.04054554157,-36.530129835,,,,,,,,,,
21,MARANHÃO,MA,2111409,São Luís Gonzaga do Maranhão,4016,1,2111409040161,COMUNIDADE QUILOMBOLA,MEDEIRA,,,,,,-4.42353299997,-44.4498498752,,,,,,,,,,
43,RIO GRANDE DO SUL,RS,4306908,Encruzilhada do Sul,4017,1,4306908040171,COMUNIDADE QUILOMBOLA,MEDEIROS,,,,,01420.013985/2013-88,-30.8856109581,-52.6082749211,,,,,,,,,,
15,PARÁ,PA,1500107,Abaetetuba,4018,1,1500107040181,COMUNIDADE QUILOMBOLA,MÉDIO ITACURUCA,18,COMUNIDADE QUILOMBOLA MÉDIO ITACURUÇÁ,29,ALTO ITACURUÇÁ, BAIXO ITACURUÇÁ, BOM REMÉDIO,01420.008228/2012-10,-1.84912916658,-48.9340011931,,,,,,,,
21,MARANHÃO,MA,2106508,Matinha,4019,1,2106508040191,COMUNIDADE QUILOMBOLA,MEIA LÉGUA,,,,,,-3.0852763472,-45.0678642639,,,,,,,,,,
29,BAHIA,BA,2914406,Iraquara,4020,1,2914406040201,COMUNIDADE QUILOMBOLA,MEIO CENTRO,12,COMUNIDADE QUILOMBOLA MEIO CENTRO,,,01420.003818/2016-71,-12.3110599027,-41.5671102643,,,,,,,,,,
16,AMAPÁ,AP,1600303,Macapá,4021,2,1600303040212,COMUNIDADE QUILOMBOLA,MEL DA PEDREIRA,48,COMUNIDADE QUILOMBOLA MEL DA PEDREIRA,,,01420.002395/2005-10,0.283272038121118,-51.0203543835,,,,,,,,,,
16,AMAPÁ,AP,1600303,Macapá,4021,1,1600303040211,COMUNIDADE QUILOMBOLA,MEL DA PEDREIRA,48,COMUNIDADE QUILOMBOLA MEL DA PEDREIRA,55,MEL DA PEDREIRA,01420.002395/2005-10,0.284475124996,-51.0283996667,,,,,,,,,,
21,MARANHÃO,MA,2102507,Cajari,4022,1,2102507040221,COMUNIDADE QUILOMBOLA,MELA,,,,,,-3.32315562497,-45.0114295837,,,,,,,,,,
27,ALAGOAS,AL,2706422,Pariconha,4023,1,2706422040231,COMUNIDADE QUILOMBOLA,MELANCIA,,,,,01420.007116/2010-71,-9.28,-38.04,,,,,,,,,,
23,CEARÁ,CE,2303501,Cascavel,4024,1,2303501040241,COMUNIDADE QUILOMBOLA,MELANCIAS,,,,,,-4.40951831941,-38.4072524858,,,,,,,,,,
23,CEARÁ,CE,2309458,Ocara,4025,1,2309458040251,COMUNIDADE QUILOMBOLA,MELANCIAS,,,,,01420.003633/2010-71,-4.41638998602,-38.4100634003,,,,,,,,,,
21,MARANHÃO,MA,2112803,Viana,4026,1,2112803040261,COMUNIDADE QUILOMBOLA,MELHORA,,,82,CONTENDA,01420.005143/2012-71,-2.96709208328,-45.1784582218,,,,,,,,,,
29,BAHIA,BA,2933307,Vitória da Conquista,4027,1,2933307040271,COMUNIDADE QUILOMBOLA,MELQUÍADES,,,,,,-15.266356861,-41.0449013455,,,,,,,,,,
21,MARANHÃO,MA,2105104,Icatu,4028,1,2105104040281,COMUNIDADE QUILOMBOLA,MEME,,,,,,-2.7804269861,-44.0373907361,,,,,,,,,,
